image_path,sam3d_head_body_yaw,sam3d_head_pitch,sam3d_status,sam3d_person_count,person_image_path,person_detected,person_count,caption,mivolo_age,mivolo_gender,race,caption_rf,long_caption
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0001_4897028077869195291.jpg,26.30460929870605,-24.239776611328125,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0001_4897028077869195291.jpg,True,1,A man turned his head to his left and looking straight,31.765625,male,white,"A white man in his thirties, turned his head to his left and looking straight","A male subject, appearing to be in his early thirties, is depicted with his head tilted slightly upwards and his mouth open, resulting in a pronounced upward thrust of the lower facial structure, while his head is turned to his left, with his chin held level relative to his neck axis. The shoulders are held in a relatively square position, exhibiting no pronounced rounding or retraction, and the space between the chin and the clavicle appears minimal and centered along the vertical axis of his torso. He is wearing a baseball uniform consisting of a light gray jersey with prominent blue lettering across the chest, dark blue undersleeves, and a navy blue baseball cap with a white logo, and his right hand is visible resting near his hip area. The background is dark and indistinct, suggesting an outdoor stadium environment during a nighttime event."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0005_7454783353384675426.jpg,-31.168302536010746,9.100276947021484,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0005_7454783353384675426.jpg,True,1,A woman turned her head to her right and looking straight,72.5,female,white,"A white woman in her seventies, turned her head to her right and looking straight","A white female, appearing to be in her seventies, is depicted with her head turned to her anatomical right, exhibiting a slight upward pitch of the chin, while her gaze is directed toward the subject's right. The neck and head are oriented such that the left side of the head is positioned slightly lower than the right side, and the jawline presents a subtle forward projection. The shoulders are positioned in a relatively neutral or slightly dropped posture, with the upper torso forming a moderate space between the chin and the visible clavicle area. She is wearing a light beige or cream-colored jacket with a visible lapel structure that drapes over the shoulders, and a light-colored top underneath, with a small lavalier microphone clipped near the left collar area. The background consists of dark, warm-toned wooden paneling, suggesting an indoor, formal setting."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0008_6365829968498267949.jpg,-31.87874412536621,-9.42331314086914,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0008_6365829968498267949.jpg,True,1,A man turned his head to his right and looking straight,46.3125,male,asian,"A asian man in his forties, turned his head to his right and looking straight","A middle-aged Asian male, appearing to be around forty-six years old, is captured with his head turned to his right, with his chin held at a relatively level pitch, and his eyes directed towards the right side of his own field of vision. His neck exhibits a slight tension as his head orientation is angled toward his right side. The subject's shoulders appear relatively broad, with the line of the shoulders positioned horizontally across the frame, resulting in a moderate spatial separation between the jawline and the top of the visible shirt collar area. He is wearing a dark blazer over a light-colored, open-collared white shirt, which drapes naturally around the neck and upper chest area. The background consists of a bright, diffused blue and white gradient suggesting an illuminated screen or expansive sky."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0010_2022306835224149099.jpg,49.2109489440918,0.5979385375976562,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0010_2022306835224149099.jpg,True,1,A man turned his head to his left over the shoulder and looking straight,52.40625,male,asian,"A asian man in his fifties, turned his head to his left over the shoulder and looking straight","A middle-aged Asian male subject is depicted with his head turned to his left over his shoulder, exhibiting a slight downward pitch of the head. His shoulders are held in a relatively level position, with the right shoulder appearing slightly more prominent in the visual plane, resulting in a minimal spatial gap between the chin and the clavicle. The subject is wearing a camouflage baseball cap, and a plaid, long-sleeved flannel shirt is visible, draping across the torso and shoulders. In the background, there is a soft, blurred outdoor setting with trees and distant hills visible."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0020_-3849902503667479861.jpg,-68.27877807617188,-12.675098419189451,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0020_-3849902503667479861.jpg,True,1,A girl turned her head to her right over the shoulder and looking straight,1.71875,female,white,"A white baby girl, turned her head to her right over the shoulder and looking straight","A young Caucasian female child, appearing to be around one year old, presents a head orientation where the head is significantly tilted upwards and slightly turned to his anatomical right, with the chin held in a relatively neutral position relative to the neck base. The shoulders appear relaxed, neither significantly protracted nor retracted, maintaining a natural alignment with the upper torso, and the space between the chin and the clavicle is naturally defined by this upward tilt. The child is wearing a white collared shirt with blue pinstripes on the sleeves, and the arms are positioned extending forward and slightly downward with the hands open, resting near a wooden surface. The background consists of softly blurred green foliage, suggesting an outdoor setting."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0028_5505843423469784686.jpg,59.18730163574219,-0.6404991149902344,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0028_5505843423469784686.jpg,True,1,A man turned his head to his left over the shoulder and looking straight,32.125,male,white,"A white man in his thirties, turned his head to his left over the shoulder and looking straight","A white male appearing to be in his early thirties stands in a baseball uniform, demonstrating an athletic posture characterized by a distinct head and upper torso orientation; his head is turned to his right, pitching slightly downwards, with the chin held relatively level against the upper cervical spine, while the neck maintains a slight extension. The shoulders are held in a moderately protracted position, emphasizing the width of the upper back, and there is a visible spatial gap between the chin and the clavicle as a result of this alignment. The chest is oriented generally toward the foreground, supporting the dynamic action of throwing, and the left arm is extended upward, holding a baseball aloft above the head, while the right arm is bent and positioned lower, with the glove resting near the hip area. He is wearing a blue jersey with orange and white trim displaying the number 48, and light gray baseball pants, with the jersey fabric draping across the shoulders and across the chest. The background is an outdoor baseball field environment featuring blurred green foliage and orange fencing under a bright, overcast sky."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0031_2701916411112233315.jpg,38.20846557617188,-28.19776153564453,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0031_2701916411112233315.jpg,True,1,A man turned his head to his left and tilted down,56.03125,male,middle eastern,"A middle eastern man in his fifties, turned his head to his left and chin down","A middle eastern male, appearing to be in his late fifties, is captured from the rear three-quarter view, with his head distinctly turned to his left, and his chin is pitched downwards, creating a downward angle of the head relative to the torso. The shoulders appear relatively relaxed, with the right shoulder slightly lower than the left, and the upper back exhibits a natural curvature before the torso narrows towards the waist, resulting in a moderate separation between the back of the neck and the upper thoracic spine. He is wearing a casual, short-sleeved, periwinkle blue t-shirt that drapes loosely over the shoulders and upper back, allowing for a clear view of the upper back musculature, while his arms are positioned slightly away from the body, with the right hand wearing a white glove. The background consists of a body of water meeting a dark, rocky shoreline under an overcast sky."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0032_-5382105225456603654.jpg,57.16927337646485,-17.632293701171875,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0032_-5382105225456603654.jpg,True,1,A woman turned her head to her left over the shoulder and looking straight,28.90625,female,white,"A white woman in her twenties, turned her head to her left over the shoulder and looking straight","A young adult female is depicted with her body oriented to the side, where her head is turned to her left over her shoulder, exhibiting a slight vertical pitch downwards, and her neck maintains a relatively neutral alignment relative to the torso. Her shoulders appear relatively relaxed and slightly dropped, creating a gentle curve across the upper back, and there is a discernible spatial gap between the chin and the upper portion of the clavicle. The upper body silhouette is defined by a fitted black sleeveless top that drapes smoothly over the shoulders, accentuating the natural line of the upper back and arms, which are held close to the body. The lower portion of the visible garment features a brightly colored, patterned skirt with vibrant orange and teal designs. The background consists of a plain, light gray studio setting, isolating the subject entirely."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0034_3277889231870284054.jpg,-38.15704345703125,-27.52104949951172,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0034_3277889231870284054.jpg,True,1,A man turned his head to his right and tilted down,29.390625,male,asian,"A asian man in his twenties, turned his head to his right and chin down","A male subject of apparent young adulthood is captured with his head turned to his right, with his chin tilted downwards, resulting in a noticeable spatial separation between his chin and the upper portion of his clavicle, and his shoulders appear relaxed in a slightly protracted posture. The subject's torso is clad in a quilted, muted gray jacket with a black ribbed collar, which drapes across the upper back and shoulders, while his hands are positioned in front of his waist, with fingers slightly interlocked, contributing to the overall presentation of the upper body silhouette. The background is a plain, uniformly light gray studio setting."
/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0036_-5626313672727139741.jpg,-35.42301559448242,-53.31572723388672,OK,1,/media/ee303/4TB/laion_HR/subset/shard00000/shard00000_0036_-5626313672727139741.jpg,True,1,A girl turned her head to her right and tilted down,1.75,female,white,"A white baby girl, turned her head to her right and chin down","A young female toddler, appearing to be around one and a half years of age, with fair skin, is captured in a moment of downward focus where the head is tilted downwards with the chin tucked, resulting in a pronounced flexion of the neck. The head is oriented toward the subject's anatomical left, and the neck presents a downward pitch. The shoulders appear relatively relaxed, with the upper torso displaying a slight forward lean, and there is a noticeable space between the chin and the clavicle due to the lowered head position. The subject is wearing a light pink t-shirt featuring black text that reads ""sassy little soul,"" which drapes loosely over the shoulders. The left arm is extended slightly away from the torso, contributing to the overall dynamic posture. The background consists of a blurred, textured, earthen surface suggesting an outdoor, paved area."
